Saldo;Ahorro general;Sexo;Saldo_por_vencer;Saldo_pendiente;Provision;Dias_Mora;edad_cliente;estado_civil;Mora;Antiguedad_meses;Ingresos;Descuentos;Calificacion;Puntaje
0.0;0.0;Masculino;13229.34;0.0;132.29;0.0;48.0;SOLTERO;0.0;21.566.666.666.666.600;1606.31;1114.38;A1;-10.013.380.513.266.600
11995.0;0.0;Femenino;105.09;0.0;1.05;0.0;41.0;SOLTERO;0.0;12.793.333.333.333.300;1759.39;1709.39;A1;5.624.013.741.366.660
11995.0;0.0;Femenino;4497.16;0.0;44.97;0.0;41.0;SOLTERO;0.0;12.793.333.333.333.300;1759.39;1709.39;A1;10.325.620.413.666.600
3998.0;0.0;Femenino;4497.16;0.0;44.97;0.0;41.0;SOLTERO;0.0;12.793.333.333.333.300;1759.39;1709.39;A1;-44.480.373.863.333.200
446.0;0.0;Masculino;472.52;0.0;4.73;0.0;37.0;DIVORCIADO;0.0;125.4;1203.51;1087.25;A1;3.167.596.026.499.990
446.0;0.0;Masculino;4532.04;0.0;45.32;0.0;37.0;DIVORCIADO;0.0;125.4;1203.51;1087.25;A1;-10.762.132.414.000.000
69.0;0.0;Masculino;472.52;0.0;4.73;0.0;37.0;DIVORCIADO;0.0;125.4;1203.51;1087.25;A1;3.097.949.046.499.990
69.0;0.0;Masculino;4532.04;0.0;45.32;0.0;37.0;DIVORCIADO;0.0;125.4;1203.51;1087.25;A1;-11.458.602.214.000.000
0.0;0.0;Femenino;5223.28;0.0;52.23;0.0;31.0;DIVORCIADO;0.0;124.4;1253.05;1016.76;A1;-18.189.081.116.000.000
0.0;0.0;Femenino;8062.1;0.0;80.62;0.0;31.0;DIVORCIADO;0.0;124.4;1253.05;1016.76;A1;-4.786.596.769.500.000
0.0;0.0;Femenino;5223.28;0.0;52.23;0.0;31.0;DIVORCIADO;0.0;124.4;1253.05;1016.76;A1;-18.189.081.116.000.000
0.0;0.0;Femenino;8062.1;0.0;80.62;0.0;31.0;DIVORCIADO;0.0;124.4;1253.05;1016.76;A1;-4.786.596.769.500.000
225639.0;0.0;Femenino;1098.23;0.0;10.98;0.0;43.0;DIVORCIADO;0.0;217.7;1578.45;1373.6;A1;44.191.869.495.500.000
23959.0;0.0;Femenino;1098.23;0.0;10.98;0.0;43.0;DIVORCIADO;0.0;217.7;1578.45;1373.6;A1;69.335.062.955
0.0;0.0;Femenino;177.23;0.0;1.77;0.0;39.0;CASADO;0.0;15.783.333.333.333.300;1956.39;1508.41;A1;3.559.824.162.566.660
0.0;0.0;Femenino;577.78;0.0;5.78;0.0;39.0;CASADO;0.0;15.783.333.333.333.300;1956.39;1508.41;A1;31.410.948.228.666.600
0.0;0.0;Femenino;619.88;0.0;6.2;0.0;39.0;CASADO;0.0;15.783.333.333.333.300;1956.39;1508.41;A1;30.970.827.954.666.600
7.0;0.0;Femenino;177.23;0.0;1.77;0.0;39.0;CASADO;0.0;15.783.333.333.333.300;1956.39;1508.41;A1;3.561.117.342.566.660
7.0;0.0;Femenino;577.78;0.0;5.78;0.0;39.0;CASADO;0.0;15.783.333.333.333.300;1956.39;1508.41;A1;3.142.388.002.866.660
244653.0;0.0;Masculino;337.56;0.0;3.38;0.0;52.0;CASADO;0.0;2.833.666.666.666.660;3889.49;2782.03;A1;4.892.970.453.193.330
23502.0;0.0;Masculino;337.56;0.0;3.38;0.0;52.0;CASADO;0.0;2.833.666.666.666.660;3889.49;2782.03;A1;8.074.268.791.933.330
546525.0;0.0;Masculino;177.16;0.0;1.77;0.0;58.0;CASADO;0.0;3.076.333.333.333.330;3818.78;3375.64;A1;10.450.846.295.016.600
204991.0;0.0;Masculino;177.16;0.0;1.77;0.0;58.0;CASADO;0.0;3.076.333.333.333.330;3818.78;3375.64;A1;4.141.347.179.016.660
57634.0;0.0;Femenino;8810.64;0.0;88.11;0.0;35.0;SOLTERO;0.0;12.726.666.666.666.600;958.02;738.84;A1;5.085.609.840.433.330
4086.0;0.0;Femenino;8810.64;0.0;88.11;0.0;35.0;SOLTERO;0.0;12.726.666.666.666.600;958.02;738.84;A1;-4.806.847.679.566.660
5279.0;0.0;Femenino;300.0;0.0;3.0;0.0;46.0;SOLTERO;0.0;18.093.333.333.333.300;950.62;789.39;A1;43.070.633.891.666.600
5279.0;0.0;Femenino;2731.3;0.0;27.31;0.0;46.0;SOLTERO;0.0;18.093.333.333.333.300;950.62;789.39;A1;17.653.902.184.666.600
4376.0;0.0;Femenino;300.0;0.0;3.0;0.0;46.0;SOLTERO;0.0;18.093.333.333.333.300;950.62;789.39;A1;41.402.431.691.666.600
4376.0;0.0;Femenino;2731.3;0.0;27.31;0.0;46.0;SOLTERO;0.0;18.093.333.333.333.300;950.62;789.39;A1;1.598.569.998.466.660
53503.0;0.0;Femenino;722.12;0.0;7.22;0.0;39.0;CASADO;0.0;21.476.666.666.666.600;937.78;877.51;A1;12.731.232.351.833.300
53503.0;0.0;Femenino;1172.02;0.0;11.72;0.0;39.0;CASADO;0.0;21.476.666.666.666.600;937.78;877.51;A1;12.260.909.694.833.300
23078.0;0.0;Femenino;722.12;0.0;7.22;0.0;39.0;CASADO;0.0;21.476.666.666.666.600;937.78;877.51;A1;7.110.517.851.833.330
23078.0;0.0;Femenino;1172.02;0.0;11.72;0.0;39.0;CASADO;0.0;21.476.666.666.666.600;937.78;877.51;A1;6.640.195.194.833.330
3675.0;18.0;Masculino;1181.15;0.0;11.81;0.0;39.0;UNION LIBRE;0.0;13.553.333.333.333.300;707.51;647.72;A1;30.207.925.294.666.600
600.0;16.0;Masculino;458.59;0.0;4.59;0.0;34.0;SOLTERO;0.0;12.606.666.666.666.600;626.65;473.68;A1;3.258.097.828.533.330
0.0;10.0;Femenino;3242.02;0.0;64.84;2.0;43.0;CASADO;0.08;119.3;762.51;712.51;A2;19.469.929.019.999.900
600.0;16.0;Femenino;3242.02;0.0;64.84;2.0;43.0;CASADO;0.08;119.3;762.51;712.51;A2;30.554.329.019.999.900
0.0;0.0;Femenino;3242.02;0.0;64.84;2.0;43.0;CASADO;0.08;119.3;762.51;712.51;A2;19.469.929.019.999.900
0.0;0.0;Femenino;3242.02;0.0;64.84;2.0;43.0;CASADO;0.08;119.3;762.51;712.51;A2;19.469.929.019.999.900
0.0;7.0;Femenino;3685.11;0.0;36.85;0.0;36.0;UNION LIBRE;0.0;11.906.666.666.666.600;688.15;638.15;A1;-28.900.995.196.666.600
600.0;16.0;Femenino;3685.11;0.0;36.85;0.0;36.0;UNION LIBRE;0.0;11.906.666.666.666.600;688.15;638.15;A1;-1.781.659.519.666.660
45123.0;0.0;Femenino;3685.11;0.0;36.85;0.0;36.0;UNION LIBRE;0.0;11.906.666.666.666.600;688.15;638.15;A1;8.047.013.068.033.330
2355.0;0.0;Femenino;3685.11;0.0;36.85;0.0;36.0;UNION LIBRE;0.0;11.906.666.666.666.600;688.15;638.15;A1;14.605.274.803.333.300
0.0;0.0;Femenino;205.13;0.0;2.05;0.0;36.0;CASADO;0.0;19.723.333.333.333.300;759.31;644.65;A1;34.175.390.389.666.600
0.0;0.0;Femenino;311.23;0.0;3.11;0.0;36.0;CASADO;0.0;19.723.333.333.333.300;759.31;644.65;A1;33.066.216.867.666.600
0.0;0.0;Femenino;1851.32;0.0;18.51;0.0;36.0;CASADO;0.0;19.723.333.333.333.300;759.31;644.65;A1;16.966.174.415.666.600
0.0;0.0;Femenino;205.13;0.0;2.05;0.0;36.0;CASADO;0.0;19.723.333.333.333.300;759.31;644.65;A1;34.175.390.389.666.600
0.0;0.0;Femenino;311.23;0.0;3.11;0.0;36.0;CASADO;0.0;19.723.333.333.333.300;759.31;644.65;A1;33.066.216.867.666.600
0.0;0.0;Femenino;1851.32;0.0;18.51;0.0;36.0;CASADO;0.0;19.723.333.333.333.300;759.31;644.65;A1;16.966.174.415.666.600
0.0;0.0;Femenino;75.0;0.0;0.75;0.0;42.0;SOLTERO;0.0;14.706.666.666.666.600;931.16;881.16;A1;34.884.188.334.333.300
0.0;0.0;Femenino;3654.66;0.0;36.55;0.0;42.0;SOLTERO;0.0;14.706.666.666.666.600;931.16;881.16;A1;-2.537.393.853.666.660
0.0;0.0;Femenino;200.0;0.0;2.0;0.0;42.0;SOLTERO;0.0;14.706.666.666.666.600;931.16;881.16;A1;33.577.443.709.333.300
0.0;0.0;Femenino;3654.66;0.0;36.55;0.0;42.0;SOLTERO;0.0;14.706.666.666.666.600;931.16;881.16;A1;-2.537.393.853.666.660
64.0;7.0;Masculino;797.41;0.0;7.97;0.0;30.0;CASADO;0.0;13.193.333.333.333.300;1539.88;1489.88;A1;2.704.213.991.766.660
752.0;7.0;Femenino;301.05;0.0;3.01;0.0;36.0;SOLTERO;0.0;13.193.333.333.333.300;676.26;626.26;A1;3.394.036.632.566.660
752.0;7.0;Femenino;815.19;0.0;8.15;0.0;36.0;SOLTERO;0.0;13.193.333.333.333.300;676.26;626.26;A1;2.856.555.671.566.660
28.0;0.0;Femenino;180.64;0.0;1.81;0.0;37.0;CASADO;0.0;16.053.333.333.333.300;638.67;523.1;A1;34.382.753.456.666.600
28.0;0.0;Femenino;4018.17;0.0;40.18;0.0;37.0;CASADO;0.0;16.053.333.333.333.300;638.67;523.1;A1;-5.734.666.176.333.330
148.0;0.0;Femenino;563.51;0.0;5.64;0.0;37.0;CASADO;0.0;16.053.333.333.333.300;638.67;523.1;A1;30.601.946.229.666.600
148.0;0.0;Femenino;4018.17;0.0;40.18;0.0;37.0;CASADO;0.0;16.053.333.333.333.300;638.67;523.1;A1;-5.512.978.176.333.330
600.0;16.0;Masculino;105.09;0.0;1.05;0.0;36.0;SOLTERO;0.0;12.583.333.333.333.300;667.41;617.41;A1;3.568.454.429.566.660
1826.0;18.0;Masculino;416.66;0.0;4.17;0.0;37.0;SOLTERO;0.0;13.553.333.333.333.300;918.39;814.86;A1;34.920.926.876.666.600
1826.0;18.0;Masculino;4270.81;0.0;42.71;0.0;37.0;SOLTERO;0.0;13.553.333.333.333.300;918.39;814.86;A1;-53.702.045.213.333.400
600.0;16.0;Masculino;4270.81;0.0;42.71;0.0;37.0;SOLTERO;0.0;13.553.333.333.333.300;918.39;814.86;A1;-763.511.692.133.334
41126.0;0.0;Masculino;458.59;0.0;4.59;0.0;34.0;SOLTERO;0.0;12.606.666.666.666.600;626.65;473.68;A1;10.744.871.068.533.300
23519.0;0.0;Masculino;458.59;0.0;4.59;0.0;34.0;SOLTERO;0.0;12.606.666.666.666.600;626.65;473.68;A1;7.492.153.888.533.330
0.0;7.0;Femenino;1154.07;0.0;23.08;2.0;38.0;CASADO;0.08;12.926.666.666.666.600;489.07;439.07;A2;23.750.340.433.333.300
4545.0;45.0;Femenino;541.59;0.0;5.42;0.0;33.0;DIVORCIADO;0.0;12.373.333.333.333.300;1338.67;840.79;A1;4.058.416.350.066.660
75641.0;0.0;Femenino;277.72;0.0;2.78;0.0;33.0;DIVORCIADO;0.0;12.373.333.333.333.300;1338.67;840.79;A1;17.468.538.824.466.600
75641.0;0.0;Femenino;541.59;0.0;5.42;0.0;33.0;DIVORCIADO;0.0;12.373.333.333.333.300;1338.67;840.79;A1;17.192.691.390.066.600
8475.0;0.0;Femenino;277.72;0.0;2.78;0.0;33.0;DIVORCIADO;0.0;12.373.333.333.333.300;1338.67;840.79;A1;5.060.291.984.466.660
8475.0;0.0;Femenino;541.59;0.0;5.42;0.0;33.0;DIVORCIADO;0.0;12.373.333.333.333.300;1338.67;840.79;A1;47.844.445.500.666.600
0.0;135.0;Masculino;300.9;0.0;3.01;0.0;44.0;SOLTERO;0.0;226.8;891.25;617.73;A1;34.170.159.514.999.900
0.0;135.0;Masculino;3333.28;0.0;33.33;0.0;44.0;SOLTERO;0.0;226.8;891.25;617.73;A1;24.697.563.869.999.900
0.0;10.0;Masculino;3333.28;0.0;33.33;0.0;44.0;SOLTERO;0.0;226.8;891.25;617.73;A1;24.697.563.869.999.900
2876.0;7.0;Femenino;33.36;0.0;0.33;0.0;43.0;VIUDO;0.0;12.926.666.666.666.600;696.69;597.07;A1;4.094.694.807.033.330
2876.0;7.0;Femenino;150.0;0.0;1.5;0.0;43.0;VIUDO;0.0;12.926.666.666.666.600;696.69;597.07;A1;39.727.629.789.333.300
600.0;16.0;Femenino;1166.68;0.0;11.67;0.0;43.0;VIUDO;0.0;12.926.666.666.666.600;696.69;597.07;A1;2.489.464.617.633.330
249.0;12.0;Femenino;11754.2;0.0;117.54;0.0;38.0;SOLTERO;0.0;11.713.333.333.333.300;1162.91;993.83;A1;-8.634.352.710.733.330
600.0;16.0;Femenino;533.31;0.0;5.33;0.0;38.0;SOLTERO;0.0;11.713.333.333.333.300;1162.91;993.83;A1;3.160.760.230.166.660
600.0;16.0;Femenino;11754.2;0.0;117.54;0.0;38.0;SOLTERO;0.0;11.713.333.333.333.300;1162.91;993.83;A1;-8.569.508.970.733.330
53362.0;0.0;Femenino;101.15;0.0;1.01;0.0;38.0;SOLTERO;0.0;11.713.333.333.333.300;1162.91;993.83;A1;13.359.791.705.366.600
53362.0;0.0;Femenino;533.31;0.0;5.33;0.0;38.0;SOLTERO;0.0;11.713.333.333.333.300;1162.91;993.83;A1;12.908.012.110.166.600
53362.0;0.0;Femenino;11754.2;0.0;117.54;0.0;38.0;SOLTERO;0.0;11.713.333.333.333.300;1162.91;993.83;A1;11.777.429.092.666.600
4492.0;0.0;Femenino;11754.2;0.0;117.54;0.0;38.0;SOLTERO;0.0;11.713.333.333.333.300;1162.91;993.83;A1;-7.850.500.890.733.330
600.0;16.0;Femenino;964.23;0.0;9.64;0.0;35.0;UNION LIBRE;0.0;13.193.333.333.333.300;675.26;503.66;A1;2.740.704.425.066.660
0.0;0.0;Femenino;964.23;0.0;9.64;0.0;35.0;UNION LIBRE;0.0;13.193.333.333.333.300;675.26;503.66;A1;2.629.860.425.066.660
0.0;0.0;Femenino;964.23;0.0;9.64;0.0;35.0;UNION LIBRE;0.0;13.193.333.333.333.300;675.26;503.66;A1;2.629.860.425.066.660
0.0;17.0;Masculino;4342.54;0.0;43.43;0.0;38.0;UNION LIBRE;0.0;12.723.333.333.333.300;1085.34;845.92;A1;-8.843.436.860.333.330
600.0;16.0;Masculino;4342.54;0.0;43.43;0.0;38.0;UNION LIBRE;0.0;12.723.333.333.333.300;1085.34;845.92;A1;-7.734.996.860.333.330
0.0;0.0;Masculino;311.31;0.0;3.11;0.0;39.0;SOLTERO;0.0;15.986.666.666.666.600;1250.14;1092.17;A1;32.914.369.629.333.300
0.0;0.0;Masculino;1629.7;0.0;16.3;0.0;39.0;SOLTERO;0.0;15.986.666.666.666.600;1250.14;1092.17;A1;19.132.030.234.333.300
2332.0;7.0;Masculino;1431.01;0.0;14.31;0.0;30.0;SOLTERO;0.0;12.793.333.333.333.300;900.23;492.79;A1;2.690.741.502.366.660
600.0;13.0;Masculino;1431.01;0.0;14.31;0.0;30.0;SOLTERO;0.0;12.793.333.333.333.300;900.23;492.79;A1;23.707.718.223.666.600
2114.0;7.0;Masculino;2731.3;0.0;27.31;0.0;38.0;UNION LIBRE;0.0;12.166.666.666.666.600;891.95;611.23;A1;1.220.548.287.833.330
600.0;16.0;Masculino;2731.3;0.0;27.31;0.0;38.0;UNION LIBRE;0.0;12.166.666.666.666.600;891.95;611.23;A1;9.408.519.278.333.330
1393.0;7.0;Femenino;125.0;0.0;1.25;0.0;34.0;SOLTERO;0.0;113.7;918.54;713.06;A1;37.631.905.817
1393.0;7.0;Femenino;276.74;0.0;2.77;0.0;34.0;SOLTERO;0.0;113.7;918.54;713.06;A1;36.045.644.961
600.0;16.0;Femenino;125.0;0.0;1.25;0.0;34.0;SOLTERO;0.0;113.7;918.54;713.06;A1;36.166.917.617
600.0;16.0;Femenino;1319.78;0.0;13.2;0.0;34.0;SOLTERO;0.0;113.7;918.54;713.06;A1;23.676.757.978
0.0;0.0;Femenino;1319.78;0.0;13.2;0.0;34.0;SOLTERO;0.0;113.7;918.54;713.06;A1;22.568.317.978.000.000
0.0;0.0;Femenino;1319.78;0.0;13.2;0.0;34.0;SOLTERO;0.0;113.7;918.54;713.06;A1;22.568.317.978.000.000
27469.0;0.0;Masculino;155.83;0.0;1.56;0.0;38.0;CASADO;0.0;14.006.666.666.666.600;886.76;713.94;A1;8.544.988.835.533.330
0.0;0.0;Masculino;105.09;0.0;1.05;0.0;36.0;SOLTERO;0.0;12.583.333.333.333.300;667.41;617.41;A1;3.457.610.429.566.660
0.0;0.0;Masculino;166.7;0.0;1.67;0.0;36.0;SOLTERO;0.0;12.583.333.333.333.300;667.41;617.41;A1;33.932.069.873.666.600
0.0;0.0;Masculino;361.73;0.0;3.62;0.0;36.0;CASADO;0.0;13.323.333.333.333.300;931.2;630.35;A1;33.210.814.093.666.600
1388.0;11.0;Masculino;75.0;0.0;0.75;0.0;39.0;SOLTERO;0.0;126.9;911.79;611.59;A1;38.760.914.919
1388.0;11.0;Masculino;300.9;0.0;3.01;0.0;39.0;SOLTERO;0.0;126.9;911.79;611.59;A1;36.399.374.717
1388.0;11.0;Masculino;3274.7;0.0;32.75;0.0;39.0;SOLTERO;0.0;126.9;911.79;611.59;A1;5.311.414.759.000.000
600.0;10.0;Masculino;3274.7;0.0;32.75;0.0;39.0;SOLTERO;0.0;126.9;911.79;611.59;A1;38.556.635.590.000.000
1389.0;7.0;Masculino;875.05;0.0;8.75;0.0;30.0;CASADO;0.0;13.553.333.333.333.300;946.52;707.7;A1;30.041.554.805.666.600
1389.0;7.0;Masculino;1928.46;0.0;19.28;0.0;30.0;CASADO;0.0;13.553.333.333.333.300;946.52;707.7;A1;19.029.216.356.666.600
600.0;16.0;Masculino;875.05;0.0;8.75;0.0;30.0;CASADO;0.0;13.553.333.333.333.300;946.52;707.7;A1;28.583.956.205.666.600
600.0;16.0;Masculino;1928.46;0.0;19.28;0.0;30.0;CASADO;0.0;13.553.333.333.333.300;946.52;707.7;A1;17.571.617.756.666.600
816.0;15.0;Masculino;510.0;0.0;5.1;0.0;40.0;DIVORCIADO;0.0;11.253.333.333.333.300;969.82;574.44;A1;3.360.242.786.666.660
62083.0;0.0;Masculino;510.0;0.0;5.1;0.0;40.0;DIVORCIADO;0.0;11.253.333.333.333.300;969.82;574.44;A1;14.678.708.366.666.600
23502.0;0.0;Masculino;510.0;0.0;5.1;0.0;40.0;DIVORCIADO;0.0;11.253.333.333.333.300;969.82;574.44;A1;7.551.254.426.666.660
1377.0;12.0;Femenino;105.09;0.0;1.05;0.0;38.0;UNION LIBRE;0.0;12.793.333.333.333.300;660.47;514.5;A1;3.768.032.688.866.660
1377.0;12.0;Femenino;4278.04;0.0;42.78;0.0;38.0;UNION LIBRE;0.0;12.793.333.333.333.300;660.47;514.5;A1;-5.943.508.632.333.330
600.0;16.0;Femenino;105.09;0.0;1.05;0.0;38.0;UNION LIBRE;0.0;12.793.333.333.333.300;660.47;514.5;A1;3.624.489.708.866.660
600.0;16.0;Femenino;4278.04;0.0;42.78;0.0;38.0;UNION LIBRE;0.0;12.793.333.333.333.300;660.47;514.5;A1;-7.378.938.432.333.330
0.0;17.0;Femenino;3127.64;0.0;31.28;0.0;34.0;CASADO;0.0;13.306.666.666.666.600;665.3;615.3;A1;3.004.749.645.333.330
600.0;16.0;Femenino;3127.64;0.0;31.28;0.0;34.0;CASADO;0.0;13.306.666.666.666.600;665.3;615.3;A1;4.113.189.645.333.330
62355.0;0.0;Femenino;266.44;0.0;2.66;0.0;39.0;CASADO;0.0;16.153.333.333.333.300;713.87;663.87;A1;14.823.615.422.466.600
62355.0;0.0;Femenino;300.0;0.0;3.0;0.0;39.0;CASADO;0.0;16.153.333.333.333.300;713.87;663.87;A1;14.788.535.763.866.600
0.0;1.0;Masculino;1087.96;0.0;10.88;0.0;54.0;CASADO;0.0;147.3;4819.23;3228.93;A1;31.135.997.484
1871.0;17.0;Masculino;4847.66;0.0;48.48;0.0;34.0;SOLTERO;0.0;12.396.666.666.666.600;1409.02;864.62;A1;-9.138.510.268.666.660
600.0;16.0;Masculino;4847.66;0.0;48.48;0.0;34.0;SOLTERO;0.0;12.396.666.666.666.600;1409.02;864.62;A1;-11.486.555.668.666.600
5811.0;50.0;Masculino;300.9;0.0;3.01;0.0;44.0;SOLTERO;0.0;226.8;891.25;617.73;A1;44.905.400.914.999.900
5811.0;50.0;Masculino;3333.28;0.0;33.33;0.0;44.0;SOLTERO;0.0;226.8;891.25;617.73;A1;13.204.997.787
600.0;10.0;Masculino;3333.28;0.0;33.33;0.0;44.0;SOLTERO;0.0;226.8;891.25;617.73;A1;35.781.963.869.999.900
712.0;7.0;Femenino;13024.63;0.0;130.25;0.0;34.0;CASADO;0.0;11.663.333.333.333.300;1123.18;923.19;A1;-9.859.411.943.533.330
600.0;16.0;Femenino;13024.63;0.0;130.25;0.0;34.0;CASADO;0.0;11.663.333.333.333.300;1123.18;923.19;A1;-9.880.102.823.533.330
1482.0;7.0;Femenino;2217.25;0.0;22.17;0.0;33.0;CASADO;0.0;60.666.666.666.666.600;1136.32;1003.04;A1;15.167.615.704.333.300
600.0;16.0;Femenino;2217.25;0.0;22.17;0.0;33.0;CASADO;0.0;60.666.666.666.666.600;1136.32;1003.04;A1;1.353.820.890.433.330
600.0;16.0;Masculino;293.53;0.0;2.94;0.0;36.0;CASADO;0.0;17.063.333.333.333.300;750.7;460.93;A1;3.522.722.472.166.660
0.0;0.0;Masculino;2655.73;0.0;26.56;0.0;41.0;CASADO;0.0;16.263.333.333.333.300;1763.99;1648.82;A1;7.938.842.551.666.660
0.0;0.0;Masculino;9461.35;0.0;94.61;0.0;41.0;CASADO;0.0;16.263.333.333.333.300;1763.99;1648.82;A1;-6.320.687.012.933.330
142.0;7.0;Femenino;5000.0;0.0;50.0;0.0;35.0;CASADO;0.0;13.553.333.333.333.300;940.72;425.39;A1;-1.380.708.987.833.330
600.0;16.0;Femenino;5000.0;0.0;50.0;0.0;35.0;CASADO;0.0;13.553.333.333.333.300;940.72;425.39;A1;-1.296.098.067.833.330
600.0;16.0;Femenino;771.33;0.0;15.43;2.0;34.0;SOLTERO;0.02;11.103.333.333.333.300;445.32;395.32;A2;28.749.722.263.666.600
0.0;1.0;Femenino;461.23;0.0;4.61;0.0;45.0;SOLTERO;0.0;15.176.666.666.666.600;607.53;499.57;A1;31.361.047.846.333.300
0.0;1.0;Femenino;35.08;0.0;0.35;0.0;45.0;SOLTERO;0.0;15.176.666.666.666.600;607.53;499.57;A1;3.581.601.464.833.330
0.0;0.0;Masculino;217.8;0.0;2.18;0.0;33.0;SOLTERO;0.0;12.633.333.333.333.300;840.16;536.93;A1;34.729.405.649.666.600
706.0;7.0;Masculino;1273.58;0.0;12.74;0.0;34.0;DIVORCIADO;0.0;136.1;1267.01;768.07;A1;25.940.491.138
706.0;7.0;Masculino;2504.42;0.0;25.04;0.0;34.0;DIVORCIADO;0.0;136.1;1267.01;768.07;A1;13.073.269.756.000.000
600.0;16.0;Masculino;645.19;0.0;6.45;0.0;34.0;DIVORCIADO;0.0;136.1;1267.01;768.07;A1;32.313.775.803.000.000
600.0;16.0;Masculino;1273.58;0.0;12.74;0.0;34.0;DIVORCIADO;0.0;136.1;1267.01;768.07;A1;25.744.666.738
600.0;16.0;Masculino;2504.42;0.0;25.04;0.0;34.0;DIVORCIADO;0.0;136.1;1267.01;768.07;A1;12.877.445.356
0.0;0.0;Femenino;10.11;0.0;0.2;2.0;39.0;SOLTERO;0.0;18.783.333.333.333.300;300.47;250.47;A2;35.972.485.800.666.600
4037.0;17.0;Masculino;525.0;0.0;5.25;0.0;31.0;CASADO;0.0;115.0;867.88;569.71;A1;3.887.463.285
600.0;16.0;Masculino;368.98;0.0;3.69;0.0;31.0;CASADO;0.0;115.0;867.88;569.71;A1;34.156.147.158
4374.0;20.0;Masculino;461.23;0.0;4.61;0.0;37.0;UNION LIBRE;0.0;108.5;927.01;775.85;A1;39.302.505.181
4374.0;20.0;Masculino;7402.1;0.0;74.02;0.0;37.0;UNION LIBRE;0.0;108.5;927.01;775.85;A1;-3.325.704.005.200.000
600.0;16.0;Masculino;461.23;0.0;4.61;0.0;37.0;UNION LIBRE;0.0;108.5;927.01;775.85;A1;32.330.417.581
600.0;16.0;Masculino;7402.1;0.0;74.02;0.0;37.0;UNION LIBRE;0.0;108.5;927.01;775.85;A1;-40.229.127.652.000.000
5474.0;0.0;Masculino;7402.1;0.0;74.02;0.0;37.0;UNION LIBRE;0.0;108.5;927.01;775.85;A1;-3.122.490.005.200.000
23524.0;0.0;Masculino;461.23;0.0;4.61;0.0;37.0;UNION LIBRE;0.0;108.5;927.01;775.85;A1;7.468.021.518.099.990
23524.0;0.0;Masculino;7402.1;0.0;74.02;0.0;37.0;UNION LIBRE;0.0;108.5;927.01;775.85;A1;2.120.669.947.999.990
711.0;7.0;Masculino;310.08;0.0;3.1;0.0;40.0;CASADO;0.0;11.876.666.666.666.600;1385.04;537.9;A1;3.786.764.982.733.330
600.0;16.0;Masculino;79.32;0.0;0.79;0.0;40.0;CASADO;0.0;11.876.666.666.666.600;1385.04;537.9;A1;40.074.922.702.333.300
1799.0;17.0;Femenino;211.95;0.0;2.12;0.0;33.0;CASADO;0.0;11.106.666.666.666.600;1033.82;831.98;A1;3.738.122.770.533.330
1799.0;17.0;Femenino;2413.32;0.0;24.13;0.0;33.0;CASADO;0.0;11.106.666.666.666.600;1033.82;831.98;A1;14.368.168.252.333.300
1799.0;17.0;Femenino;2591.66;0.0;25.92;0.0;33.0;CASADO;0.0;11.106.666.666.666.600;1033.82;831.98;A1;12.503.866.877.333.300
600.0;16.0;Femenino;2413.32;0.0;24.13;0.0;33.0;CASADO;0.0;11.106.666.666.666.600;1033.82;831.98;A1;12.153.135.652.333.300
600.0;16.0;Femenino;2591.66;0.0;25.92;0.0;33.0;CASADO;0.0;11.106.666.666.666.600;1033.82;831.98;A1;10.288.834.277.333.300
736.0;7.0;Masculino;461.23;0.0;4.61;0.0;31.0;SOLTERO;0.0;108.1;840.33;764.92;A1;32.172.155.988.000.000
0.0;50.0;Masculino;20671.34;0.0;206.71;0.0;50.0;CASADO;0.0;12.493.333.333.333.300;1714.85;1425.43;A1;-17.952.908.193.033.300
600.0;16.0;Masculino;20671.34;0.0;206.71;0.0;50.0;CASADO;0.0;12.493.333.333.333.300;1714.85;1425.43;A1;-17.842.064.193.033.300
791.0;7.0;Masculino;1782.58;0.0;17.83;0.0;54.0;UNION LIBRE;0.0;2.613.333.333.333.330;1011.36;710.7;A1;20.433.439.773.666.600
0.0;0.0;Masculino;1782.58;0.0;17.83;0.0;54.0;UNION LIBRE;0.0;2.613.333.333.333.330;1011.36;710.7;A1;18.972.146.373.666.600
67.0;0.0;Femenino;15478.27;0.0;154.78;0.0;43.0;DIVORCIADO;0.0;25.623.333.333.333.300;5877.39;4728.23;A1;-12.171.084.796.533.300
67.0;0.0;Femenino;56225.52;0.0;562.26;0.0;43.0;DIVORCIADO;0.0;25.623.333.333.333.300;5877.39;4728.23;A1;-5.476.807.822.013.330
0.0;0.0;Femenino;15478.27;0.0;154.78;0.0;43.0;DIVORCIADO;0.0;25.623.333.333.333.300;5877.39;4728.23;A1;-12.183.462.376.533.300
0.0;0.0;Femenino;56225.52;0.0;562.26;0.0;43.0;DIVORCIADO;0.0;25.623.333.333.333.300;5877.39;4728.23;A1;-5.478.045.580.013.330
0.0;1.0;Femenino;5421.73;0.0;54.22;0.0;42.0;UNION LIBRE;0.0;15.726.666.666.666.600;804.6;725.19;A1;-20.737.575.713.666.600
0.0;1.0;Femenino;33.36;0.0;0.33;0.0;42.0;UNION LIBRE;0.0;15.726.666.666.666.600;804.6;725.19;A1;35.592.157.855.333.300
